id,title,rating,uri,年份,地区,类型,主演
37066724,他年她日,7.5,douban://douban.com/movie/37066724,2025,中国香港 中国台湾,爱情,龚兆平
37066724,他年她日,7.5,douban://douban.com/movie/37066724,2025,中国香港 中国台湾,奇幻,龚兆平
36486147,总统的蛋糕,7.9,douban://douban.com/movie/36486147,2025,伊拉克 美国 卡塔尔,剧情,哈桑·哈迪
37211128,熊猫计划之部落奇遇记,5.4,douban://douban.com/movie/37211128,2026,中国大陆,喜剧,许宏宇
37211128,熊猫计划之部落奇遇记,5.4,douban://douban.com/movie/37211128,2026,中国大陆,奇幻,许宏宇
37049323,秒速5厘米,7.4,douban://douban.com/movie/37049323,2025,日本,剧情,奥山由之
37049323,秒速5厘米,7.4,douban://douban.com/movie/37049323,2025,日本,爱情,奥山由之
35618471,哈姆奈特,7.8,douban://douban.com/movie/35618471,2025,英国 美国,剧情,赵婷
35618471,哈姆奈特,7.8,douban://douban.com/movie/35618471,2025,英国 美国,爱情,赵婷
35618471,哈姆奈特,7.8,douban://douban.com/movie/35618471,2025,英国 美国,传记,赵婷
35618471,哈姆奈特,7.8,douban://douban.com/movie/35618471,2025,英国 美国,历史,赵婷
36883105,星河入梦,6.9,douban://douban.com/movie/36883105,2026,中国大陆 中国香港,科幻,韩延
36883105,星河入梦,6.9,douban://douban.com/movie/36883105,2026,中国大陆 中国香港,奇幻,韩延
36883105,星河入梦,6.9,douban://douban.com/movie/36883105,2026,中国大陆 中国香港,冒险,韩延
36539452,拼桌,6.2,douban://douban.com/movie/36539452,2026,中国大陆,喜剧,吴靖
36539452,拼桌,6.2,douban://douban.com/movie/36539452,2026,中国大陆,爱情,吴靖
37213104,东京出租车,8.0,douban://douban.com/movie/37213104,2025,日本,剧情,山田洋次
37227650,旅途中的日子,7.1,douban://douban.com/movie/37227650,2025,日本,剧情,三宅唱
37233382,三声再见,8.0,douban://douban.com/movie/37233382,2025,意大利 西班牙,剧情,伊莎贝尔·科赛特
37474018,泥娃娃,5.7,douban://douban.com/movie/37474018,2025,中国台湾,惊悚,解孟儒
37474018,泥娃娃,5.7,douban://douban.com/movie/37474018,2025,中国台湾,恐怖,解孟儒
30382501,浴血黑帮：不朽传奇,6.5,douban://douban.com/movie/30382501,2026,英国 法国 美国,剧情,汤姆·哈伯
30382501,浴血黑帮：不朽传奇,6.5,douban://douban.com/movie/30382501,2026,英国 法国 美国,历史,汤姆·哈伯
30382501,浴血黑帮：不朽传奇,6.5,douban://douban.com/movie/30382501,2026,英国 法国 美国,犯罪,汤姆·哈伯
37144851,137号案件,7.7,douban://douban.com/movie/37144851,2025,法国,剧情,多米尼克·摩尔
37144851,137号案件,7.7,douban://douban.com/movie/37144851,2025,法国,犯罪,多米尼克·摩尔
36176155,一战再战,8.0,douban://douban.com/movie/36176155,2025,美国,剧情,保罗·托马斯·安德森
36176155,一战再战,8.0,douban://douban.com/movie/36176155,2025,美国,动作,保罗·托马斯·安德森
36176155,一战再战,8.0,douban://douban.com/movie/36176155,2025,美国,惊悚,保罗·托马斯·安德森
36176155,一战再战,8.0,douban://douban.com/movie/36176155,2025,美国,犯罪,保罗·托马斯·安德森
36367195,家弑服务,7.1,douban://douban.com/movie/36367195,2025,美国,剧情,保罗·费格
36367195,家弑服务,7.1,douban://douban.com/movie/36367195,2025,美国,悬疑,保罗·费格
36367195,家弑服务,7.1,douban://douban.com/movie/36367195,2025,美国,惊悚,保罗·费格
35409362,接近终点,7.4,douban://douban.com/movie/35409362,2025,法国 西班牙,剧情,奥利维尔·拉克谢
35409362,接近终点,7.4,douban://douban.com/movie/35409362,2025,法国 西班牙,惊悚,奥利维尔·拉克谢
35409362,接近终点,7.4,douban://douban.com/movie/35409362,2025,法国 西班牙,冒险,奥利维尔·拉克谢
26817136,疯狂动物城2,8.3,douban://douban.com/movie/26817136,2025,美国,喜剧,杰拉德·布什 拜伦·霍华德
26817136,疯狂动物城2,8.3,douban://douban.com/movie/26817136,2025,美国,动画,杰拉德·布什 拜伦·霍华德
26817136,疯狂动物城2,8.3,douban://douban.com/movie/26817136,2025,美国,悬疑,杰拉德·布什 拜伦·霍华德
26817136,疯狂动物城2,8.3,douban://douban.com/movie/26817136,2025,美国,犯罪,杰拉德·布什 拜伦·霍华德
26817136,疯狂动物城2,8.3,douban://douban.com/movie/26817136,2025,美国,冒险,杰拉德·布什 拜伦·霍华德
36691620,至尊马蒂,7.3,douban://douban.com/movie/36691620,2025,芬兰 美国,剧情,乔什·萨弗迪
36691620,至尊马蒂,7.3,douban://douban.com/movie/36691620,2025,芬兰 美国,运动,乔什·萨弗迪
26404869,惊天魔盗团3,5.7,douban://douban.com/movie/26404869,2025,美国,剧情,鲁本·弗雷斯彻
26404869,惊天魔盗团3,5.7,douban://douban.com/movie/26404869,2025,美国,动作,鲁本·弗雷斯彻
26404869,惊天魔盗团3,5.7,douban://douban.com/movie/26404869,2025,美国,犯罪,鲁本·弗雷斯彻
36986482,女孩,7.2,douban://douban.com/movie/36986482,2025,中国台湾 中国大陆,剧情,舒淇
37335090,追恶,6.0,douban://douban.com/movie/37335090,2026,中国大陆,动作,成思毅
37335090,追恶,6.0,douban://douban.com/movie/37335090,2026,中国大陆,犯罪,成思毅
36394612,你好，爱美丽,8.1,douban://douban.com/movie/36394612,2025,法国 比利时,动画,迈利斯·瓦拉德 韩良畴
36394612,你好，爱美丽,8.1,douban://douban.com/movie/36394612,2025,法国 比利时,家庭,迈利斯·瓦拉德 韩良畴
4092781,无可奈何,7.3,douban://douban.com/movie/4092781,2025,韩国,剧情,朴赞郁
4092781,无可奈何,7.3,douban://douban.com/movie/4092781,2025,韩国,喜剧,朴赞郁
4092781,无可奈何,7.3,douban://douban.com/movie/4092781,2025,韩国,惊悚,朴赞郁
4092781,无可奈何,7.3,douban://douban.com/movie/4092781,2025,韩国,犯罪,朴赞郁
3262044,弗兰肯斯坦,7.4,douban://douban.com/movie/3262044,2025,墨西哥 美国,剧情,吉尔莫·德尔·托罗
3262044,弗兰肯斯坦,7.4,douban://douban.com/movie/3262044,2025,墨西哥 美国,科幻,吉尔莫·德尔·托罗
3262044,弗兰肯斯坦,7.4,douban://douban.com/movie/3262044,2025,墨西哥 美国,恐怖,吉尔莫·德尔·托罗
3262044,弗兰肯斯坦,7.4,douban://douban.com/movie/3262044,2025,墨西哥 美国,奇幻,吉尔莫·德尔·托罗
34850525,96分钟：列车爆炸案,6.9,douban://douban.com/movie/34850525,2025,中国台湾,剧情,洪子烜
34850525,96分钟：列车爆炸案,6.9,douban://douban.com/movie/34850525,2025,中国台湾,动作,洪子烜
34850525,96分钟：列车爆炸案,6.9,douban://douban.com/movie/34850525,2025,中国台湾,犯罪,洪子烜
35064920,拯救地球,7.1,douban://douban.com/movie/35064920,2025,爱尔兰 英国 加拿大 韩国 美国,喜剧,欧格斯·兰斯莫斯
35064920,拯救地球,7.1,douban://douban.com/movie/35064920,2025,爱尔兰 英国 加拿大 韩国 美国,科幻,欧格斯·兰斯莫斯
35064920,拯救地球,7.1,douban://douban.com/movie/35064920,2025,爱尔兰 英国 加拿大 韩国 美国,犯罪,欧格斯·兰斯莫斯
37296908,非传统浪漫关系,5.8,douban://douban.com/movie/37296908,2026,中国大陆,剧情,梁文哲
37296908,非传统浪漫关系,5.8,douban://douban.com/movie/37296908,2026,中国大陆,喜剧,梁文哲
37296908,非传统浪漫关系,5.8,douban://douban.com/movie/37296908,2026,中国大陆,爱情,梁文哲
37247238,普通事故,7.4,douban://douban.com/movie/37247238,2025,伊朗 法国 卢森堡 美国,剧情,贾法·帕纳西
37247238,普通事故,7.4,douban://douban.com/movie/37247238,2025,伊朗 法国 卢森堡 美国,悬疑,贾法·帕纳西
37247238,普通事故,7.4,douban://douban.com/movie/37247238,2025,伊朗 法国 卢森堡 美国,惊悚,贾法·帕纳西
37247238,普通事故,7.4,douban://douban.com/movie/37247238,2025,伊朗 法国 卢森堡 美国,犯罪,贾法·帕纳西
26351864,风林火山,6.4,douban://douban.com/movie/26351864,2025,中国香港 中国大陆,剧情,麦浚龙
26351864,风林火山,6.4,douban://douban.com/movie/26351864,2025,中国香港 中国大陆,犯罪,麦浚龙
35700339,飞行家,7.2,douban://douban.com/movie/35700339,2025,中国大陆,剧情,鹏飞
35700339,飞行家,7.2,douban://douban.com/movie/35700339,2025,中国大陆,喜剧,鹏飞
36901008,洛杉矶劫案,6.6,douban://douban.com/movie/36901008,2026,美国 英国,剧情,巴特·雷顿
36901008,洛杉矶劫案,6.6,douban://douban.com/movie/36901008,2026,美国 英国,动作,巴特·雷顿
36901008,洛杉矶劫案,6.6,douban://douban.com/movie/36901008,2026,美国 英国,犯罪,巴特·雷顿
36909418,凶降喜讯,7.7,douban://douban.com/movie/36909418,2025,韩国,喜剧,卞成贤
36909418,凶降喜讯,7.7,douban://douban.com/movie/36909418,2025,韩国,惊悚,卞成贤
36909418,凶降喜讯,7.7,douban://douban.com/movie/36909418,2025,韩国,犯罪,卞成贤
35419153,利刃出鞘3,7.6,douban://douban.com/movie/35419153,2025,美国,剧情,莱恩·约翰逊
35419153,利刃出鞘3,7.6,douban://douban.com/movie/35419153,2025,美国,喜剧,莱恩·约翰逊
35419153,利刃出鞘3,7.6,douban://douban.com/movie/35419153,2025,美国,悬疑,莱恩·约翰逊
35419153,利刃出鞘3,7.6,douban://douban.com/movie/35419153,2025,美国,惊悚,莱恩·约翰逊
35419153,利刃出鞘3,7.6,douban://douban.com/movie/35419153,2025,美国,犯罪,莱恩·约翰逊
36207047,诗人,8.1,douban://douban.com/movie/36207047,2025,哥伦比亚 德国 瑞典,剧情,西蒙·梅萨·索托
36207047,诗人,8.1,douban://douban.com/movie/36207047,2025,哥伦比亚 德国 瑞典,喜剧,西蒙·梅萨·索托
36767956,你行！你上！,6.7,douban://douban.com/movie/36767956,2025,中国大陆,剧情,姜文
36767956,你行！你上！,6.7,douban://douban.com/movie/36767956,2025,中国大陆,喜剧,姜文
36238726,索命舞娘,6.4,douban://douban.com/movie/36238726,2026,英国 美国 匈牙利,动作,维姬·朱森
36238726,索命舞娘,6.4,douban://douban.com/movie/36238726,2026,英国 美国 匈牙利,惊悚,维姬·朱森
36238726,索命舞娘,6.4,douban://douban.com/movie/36238726,2026,英国 美国 匈牙利,恐怖,维姬·朱森
35358792,马腾你别走,7.0,douban://douban.com/movie/35358792,2025,中国大陆,剧情,岳洋
35358792,马腾你别走,7.0,douban://douban.com/movie/35358792,2025,中国大陆,喜剧,岳洋
35930441,后来的我们,7.3,douban://douban.com/movie/35930441,2025,韩国,剧情,金度英
35930441,后来的我们,7.3,douban://douban.com/movie/35930441,2025,韩国,爱情,金度英
37178027,8号出口,6.3,douban://douban.com/movie/37178027,2025,日本,恐怖,川村元气
37178027,8号出口,6.3,douban://douban.com/movie/37178027,2025,日本,冒险,川村元气
37202778,桑格豪森的渴望,7.4,douban://douban.com/movie/37202778,2025,德国,剧情,尤利安·拉德迈耶
37202778,桑格豪森的渴望,7.4,douban://douban.com/movie/37202778,2025,德国,喜剧,尤利安·拉德迈耶
36899331,危情蜻蜓,7.4,douban://douban.com/movie/36899331,2025,英国,剧情,保罗·安德鲁·威廉姆斯
36899331,危情蜻蜓,7.4,douban://douban.com/movie/36899331,2025,英国,惊悚,保罗·安德鲁·威廉姆斯
36749573,极限审判,7.2,douban://douban.com/movie/36749573,2026,美国,动作,提莫·贝克曼贝托夫
36749573,极限审判,7.2,douban://douban.com/movie/36749573,2026,美国,科幻,提莫·贝克曼贝托夫
36749573,极限审判,7.2,douban://douban.com/movie/36749573,2026,美国,悬疑,提莫·贝克曼贝托夫
37106646,保护者,6.2,douban://douban.com/movie/37106646,2025,美国,动作,阿德里安·格鲁伯格
37106646,保护者,6.2,douban://douban.com/movie/37106646,2025,美国,惊悚,阿德里安·格鲁伯格
5348089,阿凡达：火与烬,7.6,douban://douban.com/movie/5348089,2025,美国,动作,詹姆斯·卡梅隆
5348089,阿凡达：火与烬,7.6,douban://douban.com/movie/5348089,2025,美国,科幻,詹姆斯·卡梅隆
5348089,阿凡达：火与烬,7.6,douban://douban.com/movie/5348089,2025,美国,惊悚,詹姆斯·卡梅隆
5348089,阿凡达：火与烬,7.6,douban://douban.com/movie/5348089,2025,美国,奇幻,詹姆斯·卡梅隆
5348089,阿凡达：火与烬,7.6,douban://douban.com/movie/5348089,2025,美国,冒险,詹姆斯·卡梅隆
36919136,爱的证明,8.1,douban://douban.com/movie/36919136,2025,法国,剧情,艾丽斯·杜阿尔
36919136,爱的证明,8.1,douban://douban.com/movie/36919136,2025,法国,喜剧,艾丽斯·杜阿尔
36919136,爱的证明,8.1,douban://douban.com/movie/36919136,2025,法国,同性,艾丽斯·杜阿尔
35689244,F1：狂飙飞车,8.7,douban://douban.com/movie/35689244,2025,美国,剧情,约瑟夫·科辛斯基
35689244,F1：狂飙飞车,8.7,douban://douban.com/movie/35689244,2025,美国,动作,约瑟夫·科辛斯基
35689244,F1：狂飙飞车,8.7,douban://douban.com/movie/35689244,2025,美国,运动,约瑟夫·科辛斯基
37825206,超时空辉夜姬！,8.3,douban://douban.com/movie/37825206,2026,日本,剧情,山下清悟
37825206,超时空辉夜姬！,8.3,douban://douban.com/movie/37825206,2026,日本,科幻,山下清悟
37825206,超时空辉夜姬！,8.3,douban://douban.com/movie/37825206,2026,日本,动画,山下清悟
37825206,超时空辉夜姬！,8.3,douban://douban.com/movie/37825206,2026,日本,音乐,山下清悟
37825206,超时空辉夜姬！,8.3,douban://douban.com/movie/37825206,2026,日本,奇幻,山下清悟
36245712,三级警戒,7.9,douban://douban.com/movie/36245712,2025,美国,喜剧,克里斯托弗·莱昂内
36245712,三级警戒,7.9,douban://douban.com/movie/36245712,2025,美国,动作,克里斯托弗·莱昂内
36503073,暗黑新娘！,6.4,douban://douban.com/movie/36503073,2026,法国 美国,剧情,玛吉·吉伦哈尔
36503073,暗黑新娘！,6.4,douban://douban.com/movie/36503073,2026,法国 美国,惊悚,玛吉·吉伦哈尔
36503073,暗黑新娘！,6.4,douban://douban.com/movie/36503073,2026,法国 美国,犯罪,玛吉·吉伦哈尔
36838688,人工情报,6.4,douban://douban.com/movie/36838688,2026,韩国,剧情,柳昇完
36838688,人工情报,6.4,douban://douban.com/movie/36838688,2026,韩国,动作,柳昇完
37143216,恩典,7.5,douban://douban.com/movie/37143216,2025,意大利,剧情,保罗·索伦蒂诺
36600459,捕风追影,8.1,douban://douban.com/movie/36600459,2025,中国大陆 中国香港,剧情,杨子
36600459,捕风追影,8.1,douban://douban.com/movie/36600459,2025,中国大陆 中国香港,动作,杨子
36600459,捕风追影,8.1,douban://douban.com/movie/36600459,2025,中国大陆 中国香港,犯罪,杨子
37250117,暗流低语,5.7,douban://douban.com/movie/37250117,2025,加拿大,科幻,伊恩·图阿松
37250117,暗流低语,5.7,douban://douban.com/movie/37250117,2025,加拿大,惊悚,伊恩·图阿松
37250117,暗流低语,5.7,douban://douban.com/movie/37250117,2025,加拿大,恐怖,伊恩·图阿松
36448279,罗小黑战记2,8.7,douban://douban.com/movie/36448279,2025,中国大陆,动画,木头 顾杰
36448279,罗小黑战记2,8.7,douban://douban.com/movie/36448279,2025,中国大陆,奇幻,木头 顾杰
36448279,罗小黑战记2,8.7,douban://douban.com/movie/36448279,2025,中国大陆,冒险,木头 顾杰
36913048,远山淡影,7.0,douban://douban.com/movie/36913048,2025,日本 英国 波兰,剧情,石川庆
36913048,远山淡影,7.0,douban://douban.com/movie/36913048,2025,日本 英国 波兰,悬疑,石川庆
36964147,日掛中天,7.1,douban://douban.com/movie/36964147,2025,中国大陆,剧情,蔡尚君
35881440,唐顿庄园3,8.6,douban://douban.com/movie/35881440,2025,英国 美国,剧情,西蒙·柯蒂斯
37322586,生日快乐,8.8,douban://douban.com/movie/37322586,2025,埃及,剧情,萨拉·戈赫尔
36777886,团战之夜,6.7,douban://douban.com/movie/36777886,2025,德国 美国,剧情,戈尔·维宾斯基
36777886,团战之夜,6.7,douban://douban.com/movie/36777886,2025,德国 美国,喜剧,戈尔·维宾斯基
36777886,团战之夜,6.7,douban://douban.com/movie/36777886,2025,德国 美国,科幻,戈尔·维宾斯基
35182657,母鸡,7.7,douban://douban.com/movie/35182657,2025,德国 希腊 匈牙利,剧情,乔治·巴勒菲
35182657,母鸡,7.7,douban://douban.com/movie/35182657,2025,德国 希腊 匈牙利,家庭,乔治·巴勒菲
36438475,浪浪山小妖怪,8.5,douban://douban.com/movie/36438475,2025,中国大陆,剧情,於水
36438475,浪浪山小妖怪,8.5,douban://douban.com/movie/36438475,2025,中国大陆,喜剧,於水
36438475,浪浪山小妖怪,8.5,douban://douban.com/movie/36438475,2025,中国大陆,动画,於水
36438475,浪浪山小妖怪,8.5,douban://douban.com/movie/36438475,2025,中国大陆,奇幻,於水
36185502,长安的荔枝,7.5,douban://douban.com/movie/36185502,2025,中国大陆,剧情,大鹏
36185502,长安的荔枝,7.5,douban://douban.com/movie/36185502,2025,中国大陆,喜剧,大鹏
36185502,长安的荔枝,7.5,douban://douban.com/movie/36185502,2025,中国大陆,古装,大鹏
36085606,好孩子,8.1,douban://douban.com/movie/36085606,2025,新加坡,剧情,王国燊
36085606,好孩子,8.1,douban://douban.com/movie/36085606,2025,新加坡,同性,王国燊
